target_id	length	eff_length	est_counts	tpm
AT1G76820.1	3857	3658	236.313	2.46481
ATMG00060.1	542	343	15	1.66853
AT4G16360.1	1685	1486	984	25.2647
AT5G26800.1	637	438	293	25.523
AT4G16110.1	2666	2467	230	3.55711
AT5G39100.1	808	609	0	0
AT4G15130.1	1234	1035	585	21.5652
ATMG01320.1	922	723	5	0.263858
AT3G57180.1	2232	2033	1366	25.6361
AT2G06210.1	3579	3380	1619	18.2755
AT1G60260.1	1634	1435	1352	35.947
AT2G31100.1	1247	1048	0	0
AT1G64460.1	2240	2041	311	5.81374
AT5G18710.1	1919	1720	11	0.244007
AT5G60900.1	2873	2674	1187	16.9366
AT4G15950.1	814	615	110	6.82426
AT3G08943.1	3165	2966	907.012	11.6676
AT3G52310.1	2443	2244	308	5.2368
AT3G18150.1	1370	1171	0	0
AT4G16150.1	3181	2982	1965	25.1416
AT3G55270.1	3130	2931	1092	14.2149
AT1G17000.1	2351	2152	0	0
AT1G60930.1	3876	3677	215	2.23091
AT4G35335.1	1280	1081	697	24.6006
AT5G11100.1	1709	1510	47	1.18757
AT1G18320.1	699	500	42.1258	3.21452
AT1G19090.1	2509	2310	0	0
AT5G16970.1	1441	1242	1480.86	45.4916
AT4G32100.1	369	170	0	0
AT2G43120.2	1338	1139	333	11.1547
AT2G43120.1	1355	1156	2.74466e-05	9.05877e-07
AT1G30814.1	1511	1312	0	0
AT1G30814.4	1466	1267	0	0
AT1G30814.2	1589	1390	0	0
AT1G30814.3	1153	954	0	0
AT3G18710.1	1965	1766	401	8.66347
AT4G25880.4	2907	2708	110.563	1.55776
AT4G25880.2	3012	2813	2.35084e-06	3.18854e-08
AT4G25880.5	2890	2691	1144.32	16.2246
AT4G25880.1	3211	3012	272.109	3.44688
AT4G25880.3	2949	2750	0.0041773	5.79563e-05
AT1G78930.1	2266	2067	209	3.85784
AT3G07950.1	1392	1193	580	18.5492
AT4G03450.2	2088	1889	7.53416	0.152174
AT4G03450.1	2249	2050	25.4658	0.473961
AT1G71695.1	1480	1281	5236	155.951
AT1G58983.1	1223	1024	7208.41	268.582
AT1G12980.1	1248	1049	0	0
AT5G41480.1	1856	1657	392	9.02613
AT5G15008.1	165	15.3999	0	0
AT3G51870.1	1547	1348	1868	52.8719
AT4G29950.3	3071	2872	0	0
AT4G29950.1	3200	3001	823	10.4634
AT4G29950.2	3102	2903	3.0308e-05	3.98336e-07
AT3G18310.1	2870	2671	259	3.69968
AT5G07360.3	2378	2179	491.923	8.61347
AT5G07360.1	2480	2281	0	0
AT5G07360.2	2311	2112	99.0771	1.78985
AT4G08535.1	1518	1319	0	0
AT4G08535.3	1132	933	0	0
AT4G08535.2	1414	1215	9	0.282621
AT4G26490.1	1032	833	45	2.06113
AT5G46240.1	3021	2822	1330	17.9818
AT5G62260.3	1854	1655	36	0.829932
AT5G62260.1	1839	1640	0	0
AT5G62260.2	1922	1723	0	0
AT4G16955.1	902	703	44.1896	2.3983
AT3G25717.1	570	371	400	41.1362
AT1G45223.1	580	381	0	0
AT5G35715.1	1522	1323	0	0
AT5G41908.1	471	272	0	0
AT2G21390.1	4284	4085	4828.66	45.0996
AT3G48330.2	788	589	54.1483	3.50758
AT3G48330.3	1038	839	30.6294	1.39288
AT3G48330.4	871	672	28.0236	1.59108
AT3G48330.1	1024	825	279.199	12.9121
AT4G32710.1	2794	2595	653	9.60094
AT3G46440.1	1646	1447	504.226	13.2952
AT3G46440.2	1735	1536	223.774	5.55848
AT2G21930.1	1401	1202	0	0
AT2G21930.2	1500	1301	0	0
AT3G53910.1	327	128.001	0	0
AT4G25090.1	3019	2820	0	0
AT4G25090.2	2775	2576	1	0.0148113
AT2G18870.1	720	521	0	0
AT1G56250.1	1276	1077	2	0.0708521
AT3G16830.1	3909	3710	1285	13.215
AT5G20470.1	1814	1615	0	0
AT5G04950.1	1399	1200	39	1.24
AT4G13720.1	924	725	544.519	28.6559
AT4G13720.2	1053	854	26.4806	1.18306
AT5G50110.1	1087	888	237	10.1829
AT5G50110.2	1146	947	0	0
AT3G03305.1	2493	2294	555.22	9.23443
AT5G66670.2	1632	1433	0	0
AT5G66670.4	1660	1461	0	0
AT5G66670.3	1973	1774	0	0
AT5G66670.1	1890	1691	0	0
AT4G08039.1	210	28.6775	0	0
AT2G38310.1	1439	1240	433	13.3231
AT2G26900.1	1906	1707	9146	204.426
AT5G23000.1	1399	1200	0	0
AT1G66852.1	333	134.001	0	0
AT1G69810.2	1940	1741	0	0
AT1G69810.1	1593	1394	9	0.24633
AT1G72450.2	1786	1587	56.8442	1.36662
AT1G72450.1	1604	1405	834.156	22.6521
AT5G03560.3	1847	1648	75.5507	1.74912
AT5G03560.4	1434	1235	64.4759	1.9919
AT5G03560.1	1135	936	139.011	5.66646
AT5G03560.2	2202	2003	15.9624	0.304056
AT4G27340.3	2046	1847	20.0408	0.413987
AT4G27340.2	1880	1681	287.44	6.52405
AT4G27340.1	2220	2021	513.519	9.69457
AT1G76280.4	3218	3019	75.9991	0.96047
AT1G76280.2	3066	2867	69.4621	0.924397
AT1G76280.5	2985	2786	397.952	5.44988
AT1G76280.3	2472	2273	0.000373052	6.26193e-06
AT1G76280.1	2889	2690	89.5868	1.27066
AT3G03272.1	781	582	1	0.0655564
AT3G28960.1	1318	1119	25.6359	0.874091
AT3G28960.4	1270	1071	18.3751	0.654602
AT3G28960.3	1501	1302	0	0
AT3G28960.2	1891	1692	13.3692	0.30147
AT3G28960.5	1730	1531	16.6198	0.41418
AT1G65630.1	1761	1562	0	0
AT3G10210.1	1187	988	302.407	11.6781
AT4G27830.2	1601	1402	254.611	6.92896
AT4G27830.1	1842	1643	193.289	4.48857
AT1G71390.2	2575	2376	0	0
AT1G71390.1	2453	2254	0	0
AT5G46260.1	4166	3967	445.147	4.28133
AT2G32710.2	1482	1283	244.712	7.27723
AT2G32710.1	2391	2192	65.4615	1.13942
AT5G27680.2	3588	3389	0	0
AT5G27680.3	3487	3288	0	0
AT5G27680.5	3205	3006	56.8899	0.722078
AT5G27680.4	3382	3183	28.4831	0.341419
AT5G27680.1	3492	3293	46.6271	0.540237
AT5G27680.6	3178	2979	0	0
AT4G19380.1	2367	2168	114.151	2.0089
AT4G19380.2	2513	2314	15.8493	0.261328
AT5G61960.2	3723	3524	0	0
AT5G61960.10	3410	3211	1499.21	17.814
AT5G61960.5	3711	3512	0	0
AT5G61960.9	3495	3296	0	0
AT5G61960.6	3632	3433	0	0
AT5G61960.11	3391	3192	0.000528694	6.31946e-06
AT5G61960.1	4032	3833	788.785	7.85159
AT5G61960.3	3816	3617	0	0
AT5G61960.8	3530	3331	0	0
AT5G61960.4	3725	3526	0	0
AT5G61960.7	3607	3408	0	0
AT4G29180.2	3108	2909	0	0
AT4G29180.1	2939	2740	21	0.29242
AT4G29180.3	3117	2918	0	0
AT3G09680.1	661	462	5.00091	0.412996
AT1G56233.1	335	136	0	0
AT1G15210.1	4849	4650	0	0
AT3G63470.1	1872	1673	27	0.615752
AT2G16970.1	1520	1321	0	0
AT2G16970.8	1236	1037	0	0
AT2G16970.6	1282	1083	0	0
AT2G16970.3	1569	1370	0	0
AT2G16970.7	1682	1483	0	0
AT2G16970.4	1556	1357	0	0
AT2G16970.2	1640	1441	0	0
AT2G16970.5	1319	1120	0	0
AT1G15250.1	642	443	0	0
AT1G15250.2	626	427	232	20.73
AT1G79700.2	1154	955	115.373	4.60934
AT1G79700.3	1241	1042	7.01101	0.256715
AT1G79700.1	1082	883	40.3192	1.74217
AT1G79700.4	868	669	7.29681	0.416146
AT2G46620.1	2081	1882	170	3.44641
AT3G46920.1	3477	3278	3.29497e-06	3.83513e-08
AT3G46920.2	3633	3434	334	3.71094
AT2G43750.2	1497	1298	6579.72	193.406
AT2G43750.1	1664	1465	254.401	6.62552
AT1G62895.1	261	63.4937	0	0
AT2G24490.2	1897	1698	13.5639	0.304779
AT2G24490.1	1473	1274	481.436	14.4181
AT3G57080.1	1427	1228	380	11.8066
AT3G13820.1	1396	1197	0	0
AT2G15080.2	3309	3110	269.528	3.3066
AT2G15080.1	3639	3440	292.472	3.24387
AT1G73360.1	3506	3307	739	8.52606
AT1G16360.1	1203	1004	2	0.0760036
AT1G16360.4	1368	1169	0	0
AT1G16360.5	1338	1139	0	0
AT1G16360.3	1459	1260	0	0
AT1G16360.2	1297	1098	0	0
AT1G10225.1	535	336	0	0
AT3G49770.1	904	705	0	0
AT4G31660.1	1173	974	0	0
AT1G26670.1	1219	1020	852	31.8697
AT1G34855.1	576	377	0	0
AT1G52200.1	1425	1226	18.544	0.577101
AT1G52200.2	1366	1167	3.45596	0.112989
AT1G57800.2	2119	1920	0	0
AT1G57800.1	2107	1908	0	0
AT4G23200.1	2432	2233	92.5373	1.58113
AT4G23200.2	2334	2135	22.4627	0.401423
AT1G69460.1	1107	908	1664	69.9207
AT1G04310.2	2464	2265	26.0833	0.439373
AT1G04310.1	2572	2373	65.9167	1.05983
AT1G08080.1	924	725	1	0.052626
AT2G37678.1	977	778	337.399	16.5464
AT2G37678.2	1008	809	15.6008	0.735761
AT3G56070.2	961	762	551.324	27.6051
AT3G56070.1	1102	903	213.676	9.02832
AT5G15420.1	605	406	4	0.3759
AT5G06020.1	456	257	0	0
AT3G15251.1	114	9.32945	0	0
AT1G75550.2	920	721	9.54707	0.505211
AT1G75550.1	777	578	58.4529	3.85848
AT1G71890.1	1863	1664	20	0.45858
AT1G05430.1	1176	977	617	24.0951
AT4G29810.3	1485	1286	31.7911	0.943199
AT4G29810.1	1571	1372	370.693	10.3086
AT4G29810.2	1441	1242	1118.52	34.3604
AT3G02780.1	1890	1691	1833.03	41.3585
AT3G02780.2	1297	1098	258.968	8.99873
AT4G26560.1	759	560	0	0
AT1G80870.1	2500	2301	648	10.7448
AT4G23670.1	1121	922	16373	677.541
AT2G46225.3	1232	1033	61.3046	2.26428
AT2G46225.2	1403	1204	8.19683	0.259751
AT2G46225.1	1310	1111	575.499	19.7637
AT5G18730.1	2407	2208	43	0.743032
AT5G67570.1	2471	2272	1022	17.1625
AT1G75310.1	4550	4351	39.226	0.343972
AT1G75310.2	4728	4529	815.774	6.87236
AT5G29054.1	102	8.50096	0	0
AT2G27700.2	1443	1244	0	0
AT2G27700.1	1440	1241	0	0
AT1G02010.4	2640	2441	11.059	0.172857
AT1G02010.6	1961	1762	125.791	2.72383
AT1G02010.1	2803	2604	0	0
AT1G02010.5	2634	2435	107.785	1.68887
AT1G02010.2	2161	1962	0	0
AT1G02010.3	2705	2506	153.365	2.33499
AT1G47900.1	3757	3558	933.246	10.0076
AT1G47900.3	3452	3253	357.754	4.19603
AT1G47900.2	3385	3186	0	0
AT5G57625.1	935	736	0	0
AT4G02725.1	2686	2487	2705.34	41.5034
AT4G02725.2	2898	2699	91.6649	1.2958
AT1G14315.2	912	713	2	0.107023
AT1G14315.1	672	473	0	0
AT5G66440.1	1258	1059	178	6.41301
AT4G35440.2	2661	2462	42.3779	0.656735
AT4G35440.1	2561	2362	1661.62	26.8405
AT3G52460.1	1366	1167	9	0.294245
AT4G26240.1	1288	1089	164.482	5.76275
AT3G55380.2	997	798	8.60181	0.411268
AT3G55380.1	1345	1146	413.398	13.7633
AT2G16953.1	195	22.8744	0	0
AT2G22320.1	336	137	0	0
AT1G26760.1	1792	1593	36	0.862233
AT1G05250.1	1492	1293	0	0
AT3G44560.1	1755	1556	0	0
AT3G44560.2	1920	1721	0	0
AT3G44560.3	1864	1665	0	0
AT1G67260.3	1685	1486	0	0
AT1G67260.2	1751	1552	0	0
AT1G67260.1	1080	881	7	0.303152
